asrlVersion,neVersion,neSWPkgVersion,neMIMVersion,neTimezone,suspectFlag,numEvents,numUEMeasurementEvents,numUETrafficReports,numBearerTrafficReports,sTMSI,mmeUES1APID,enbUES1APID,GUMMEI,racUEReference,eNodeBID,trackingAreaID,downlinkUEAggMaxBitRate,uplinkUEAggMaxBitRate,connectionDateTime,dataRadioBearerSetupTime,connectionCellSector,connectionCellGCI,connectionCellPCI,connectionBandClass,connectionTTIBundlingMode,connectionIPAddressSGW,connectionQCIFirstDRB,connectionDistanceFromAntenna,rrcConnectTime,s1SigConnectTime,initCtxtSetupTime,rrcRestabTime,hoCompletionTimeTgtCell,callType_0,callType_1,callType_2,callType_3,callType_4,callType_5,callType_6,reserved_1,reserved_2,reserved_3,reserved_4,CRR_0,CRR_1,CRR_2,CRR_3,CRR_4,CRR_5,CRR_6,CRR_7,CRR_8,CRR_9,CRR_10,CRR_11,CRR_12,CRR_13,CRR_14,CRR_15,CRR_16,reserved_5,reserved_6,sinrMaxDMRS,dlCoverageState,ulCoverageState,ulGain,ulCompCellID,disconnectionDateTime,disconnectionCQI1,disconnectionCQI2,disconnectionRI,disconnectionPUSCHPRBs,disconnectionDistanceFromAntenna,disconnectionPUSCHReceivedPower,disconnectionPUSCHSINR,disconnectionQCI,sessionRank1Usage,sessionRank2Usage,sessionRank3Usage,sessionRank4Usage,uplinkMACTxBlocksUEPowerLimited,uplinkMACTxBlocksUENotPowerLimited,handoverTargetCellGCI,handoverTargetCellPCI,csFallbackIndicatorReceiveDateTime,csFallbackIndicatorPriority,uplinkPDCPDataVolDRB,uplinkPDCPDataVolDRBSRB,downlinkPDCPDataVolDRB,downlinkPDCPDataVolDRBSRB,downlinkMACDelay,downlinkMACVol,uplinkMACVol,uplinkMACResforTx,downlinkMACResForTx,downlinkAvgUESessionTput,uplinkAvgUESessionTput,downlinkUEScheduledTime,uplinkUEScheduledTime,rateShapingTime,downlinkTputTime,downlinkTputPdcpVol,uplinkTputTime,uplinkTputPdcpVol,uplinkHARQErrorRate_Num,uplinkHARQErrorRate_Denom,downlinkHARQErrorRate_Num,downlinkHARQErrorRate_Denom,uplinkModulationVolQPSK,downlinkModulationVolQPSK,uplinkModulationVol16QAM,downlinkModulationVol16QAM,downlinkModulationVol64QAM,downlinkRLCTx_Num,uplinkRLCTx_Num,downlinkRLCTx_Denom,uplinkRLCTx_Denom,uplinkRLCSDUsInsideDelayBudget,downlinkPollRetx,uplinkPollRetx,downlinkMACTransportTime,downlinkMACThroughputVolume,downlinkAvgUEMACThroughput,uplinkUEThroughputVolume,uplinkULTransportTime,uplinkAvgUEMacThroughput,servingCellRSRP,servingCellRSRQ,neighborCellRSRP,neighborCellRSRQ,sessionSINRPUSCH,sessionCQI1,uePowerHeadroom,uePowerHeadroomPRBS
1.0.0,,,,,false,11,1,1,1,0x18c076a66d,341313184,273627,0x310120805718,19042603,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155857.516,20170913155857.630,2,0x310120340cf02,-2147483648,-2147483648,0,,9,2343.75,39,45,70,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,3,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,3,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155859.732,-2147483648,-2147483648,-2147483648,-2147483648,2734.375,-2147483648,-2147483648,9,19,6,0,0,43,0,0x3101203488a1a,-2147483648,,-2147483648,1078,1104,697,987,108,1197,1898,22859,33672,550,325,25,43,0,4,382,15,610,0,43,0,22,33,20,10,2,0,0,0,13,28,0,1,0,0,0,0,0,-9223372036854775808,0,27,21,35,15,150,10,6,10
1.0.0,,,,,false,7,1,1,0,0x21f0664402,355251169,273863,0x310120805721,19042719,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160100.268,20170913160100.369,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1562.5,31,24,77,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,32,36,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,5,5,1,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160100.761,-2147483648,-2147483648,-2147483648,-2147483648,1953.125,-2147483648,-2147483648,9,8,0,0,0,9,12,,-2147483648,20170913160100.709,0,-9223372036854775808,34,-9223372036854775808,109,16,185,562,6210,2360,0,0,8,21,0,0,0,0,0,0,21,0,8,17,7,4,0,1,0,0,4,7,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,158,14,20,6
1.0.0,,,,,false,7,1,1,0,0x17c012d046,476664097,273634,0x310120805717,19042608,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155901.764,20170913155901.869,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1171.875,37,39,67,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155907.072,-2147483648,-2147483648,-2147483648,-2147483648,1484.375,-2147483648,-2147483648,9,8,4,0,0,18,8,,-2147483648,,-2147483648,-9223372036854775808,52,-9223372036854775808,232,26,359,1089,7670,5888,0,0,12,25,0,0,0,0,0,0,25,0,13,16,11,9,2,0,0,0,7,10,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,161,12,22,3
1.0.0,,,,,false,7,1,1,1,0x21e0316c51,355440273,273833,0x310120805721,19042705,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160047.423,20170913160047.514,2,0x310120340cf02,-2147483648,-2147483648,0,,9,546.875,36,24,67,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160056.930,-2147483648,-2147483648,-2147483648,-2147483648,937.5,-2147483648,-2147483648,9,7,4,0,0,8,21,,-2147483648,,-2147483648,52,98,52,185,24,298,1452,8195,6896,0,0,11,35,0,0,52,0,0,0,28,0,12,17,12,11,0,0,0,0,7,9,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,136,15,26,6
1.0.0,,,,,false,5,0,0,0,0x17d040f901,473198883,273986,0x310120805717,19038678,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160200.606,20170913160200.727,2,0x310120340cf02,-2147483648,-2147483648,0,,9,2031.25,29,38,82,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160207.233,-2147483648,-2147483648,-2147483648,-2147483648,2343.75,-2147483648,-2147483648,9,-2147483648,-2147483648,-2147483648,-2147483648,-9223372036854775808,-9223372036854775808,,-2147483648,,-2147483648,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648
1.0.0,,,,,false,9,1,1,0,,483614422,273797,0x310120805717,10277430,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160032.362,20170913160032.362,1,0x310120340cf01,-2147483648,-2147483648,0,,9,5000.0,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-2147483648,-2147483648,2,0,1,1,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,2,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160034.377,-2147483648,-2147483648,-2147483648,-2147483648,5390.625,-2147483648,-2147483648,9,3,8,0,0,8,0,0x310120340ee03,-2147483648,,-2147483648,-9223372036854775808,18,-9223372036854775808,245,66,337,500,1745,11312,0,0,11,12,0,0,0,0,0,0,6,2,11,0,11,6,0,0,0,0,3,6,0,1,1,0,0,0,0,-9223372036854775808,0,33,3,40,20,133,7,18,2
1.0.0,,,,,false,7,1,1,1,0x21c01a216c,362077123,273560,0x310120805721,10277307,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155822.006,20170913155822.096,1,0x310120340cf01,-2147483648,-2147483648,0,,9,1328.125,33,25,65,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155829.143,-2147483648,-2147483648,-2147483648,-2147483648,1640.625,-2147483648,-2147483648,9,17,6,0,0,10,21,,-2147483648,,-2147483648,378,390,851,943,50,1126,1554,8968,42304,607,0,23,30,0,9,168,0,0,0,30,0,25,17,25,13,0,0,0,0,18,12,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,160,15,24,2
1.0.0,,,,,false,7,1,1,1,0x18c062cf7e,339351209,273566,0x310120805718,10277309,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155824.701,20170913155824.811,1,0x310120340cf01,-2147483648,-2147483648,0,,9,546.875,38,43,67,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155835.948,-2147483648,-2147483648,-2147483648,-2147483648,1015.625,-2147483648,-2147483648,9,62,780,0,0,576,18,,-2147483648,,-2147483648,75057,75071,2239227,2239329,3758,2254656,86806,546842,4583084,20265,853,842,604,0,858,65806,505,53840,19,574,116,1511,180,116,394,31,1364,0,0,1357,518,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,148,11,18,2
1.0.0,,,,,false,9,1,1,1,0x21d04e7065,352878711,273732,0x310120805721,10277397,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155954.109,20170913155954.220,1,0x310120340cf01,-2147483648,-2147483648,0,,5,2265.625,36,24,87,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,9,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160000.397,-2147483648,-2147483648,-2147483648,-2147483648,2734.375,-2147483648,-2147483648,5,7,7,0,0,24,41,,-2147483648,,-2147483648,89,112,0,158,28,276,5167,20327,8472,0,0,14,72,0,0,0,2,14,2,65,0,14,18,14,47,0,0,0,0,5,17,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,149,12,23,2
1.0.0,,,,,false,7,1,1,1,0x21d0d39e15,358168191,273473,0x310120805721,10277262,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155736.276,20170913155736.370,1,0x310120340cf01,-2147483648,-2147483648,0,,9,390.625,33,23,71,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155745.973,-2147483648,-2147483648,-2147483648,-2147483648,781.25,-2147483648,-2147483648,9,33,84,0,0,96,76,,-2147483648,,-2147483648,33122,33134,8162,8254,410,9651,39656,169216,256844,0,1989,117,178,0,0,8162,102,25358,2,171,1,154,36,144,135,6,4,0,0,114,123,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,152,12,23,6
1.0.0,,,,,false,10,1,1,1,0x21d0a27f6a,359905603,273831,0x310120805721,10277452,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160046.976,20170913160047.065,1,0x310120340cf01,-2147483648,-2147483648,0,,9,4843.75,33,25,65,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,1,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,2,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160047.623,-2147483648,-2147483648,-2147483648,-2147483648,5234.375,-2147483648,-2147483648,9,25,0,0,0,48,0,0x310120340ee03,-2147483648,,-2147483648,1067,1086,5487,5673,68,5876,1855,28025,49760,4837,0,25,48,0,8,650,5,190,0,48,3,25,41,13,7,12,0,0,0,13,34,0,0,0,0,0,0,0,-9223372036854775808,0,29,10,34,17,150,7,12,6
1.0.0,,,,,false,11,1,1,1,0x17e086a9e9,478937141,273693,0x310120805717,19042641,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155933.047,20170913155933.179,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1406.25,54,39,94,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,3,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,3,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155935.251,-2147483648,-2147483648,-2147483648,-2147483648,1718.75,-2147483648,-2147483648,9,17,2,0,0,68,0,0x3101203488a1a,-2147483648,,-2147483648,130,156,646,920,70,1077,820,26649,8060,0,6,19,100,0,0,646,91,68,28,95,1,16,95,10,0,3,3,0,0,6,35,0,1,1,0,0,0,0,-9223372036854775808,0,26,14,34,21,132,11,10,4
1.0.0,,,,,false,8,1,1,1,0x22d09d1f9f,31570825,273498,0x310120805722,19042532,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155747.599,20170913155747.979,2,0x310120340cf02,-2147483648,-2147483648,0,,9,937.5,32,24,70,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155754.516,-2147483648,-2147483648,-2147483648,-2147483648,1406.25,-2147483648,-2147483648,9,13,6,0,0,132,0,,-2147483648,,-2147483648,173,233,157,398,42,575,1328,35597,8624,0,60,19,131,0,0,157,18,136,0,130,0,21,128,16,2,3,2,0,0,9,56,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,138,10,10,4
1.0.0,,,,,false,8,1,1,1,0x17d0107108,474275043,273925,0x310120805717,10277504,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160132.877,20170913160132.968,1,0x310120340cf01,-2147483648,-2147483648,0,,9,2421.875,34,28,63,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160139.905,-2147483648,-2147483648,-2147483648,-2147483648,2890.625,-2147483648,-2147483648,9,23,0,0,0,53,0,,-2147483648,,-2147483648,2885,2902,6331,6515,46,6777,4720,29661,31812,14536,0,23,55,0,2,2697,5,406,0,50,0,23,22,20,28,0,3,0,0,12,34,0,0,2,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,153,12,17,2
1.0.0,,,,,false,7,1,1,1,0x18e08d1669,351188307,273530,0x310120805718,10277293,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155803.401,20170913155803.515,1,0x310120340cf01,-2147483648,-2147483648,0,,9,546.875,38,42,72,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155813.127,-2147483648,-2147483648,-2147483648,-2147483648,937.5,-2147483648,-2147483648,9,8,9,0,0,7,27,,-2147483648,,-2147483648,1110,1121,772,865,40,1063,3014,12415,17112,0,0,17,35,0,0,772,0,0,1,35,0,20,16,16,19,0,4,0,0,11,14,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,161,13,43,3
1.0.0,,,,,false,7,1,1,1,0x17d014b8e3,477430621,273557,0x310120805717,19042565,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155821.169,20170913155821.279,2,0x310120340cf02,-2147483648,-2147483648,0,,9,625.0,32,39,71,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155827.827,-2147483648,-2147483648,-2147483648,-2147483648,937.5,-2147483648,-2147483648,9,7,2,0,0,8,14,,-2147483648,,-2147483648,52,63,53,142,18,220,738,6114,7584,0,0,9,22,0,0,53,0,0,0,22,0,9,17,9,5,0,0,0,0,4,7,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,0,13,36,2
1.0.0,,,,,false,7,1,1,0,0x77a89483ae,28031156,273903,0x310120805722,10277492,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160122.097,20170913160122.358,1,0x310120340cf01,-2147483648,-2147483648,0,,9,2578.125,44,29,99,-9223372036854775808,-9223372036854775808,3,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160127.725,-2147483648,-2147483648,-2147483648,-2147483648,2890.625,-2147483648,-2147483648,9,16,0,0,0,65,0,,-2147483648,,-2147483648,-9223372036854775808,360,-9223372036854775808,446,32,626,1486,31004,7512,0,0,16,65,0,0,0,0,0,1,65,0,16,59,14,6,1,1,0,0,9,33,0,0,2,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,143,14,11,9
1.0.0,,,,,false,6,1,1,0,0x21c0bb507a,368744524,273671,0x310120805721,10277364,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155922.846,20170913155922.932,1,0x310120340cf01,-2147483648,-2147483648,0,,9,468.75,33,20,66,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155928.322,-2147483648,-2147483648,-2147483648,-2147483648,859.375,-2147483648,-2147483648,9,5,4,0,0,8,19,,-2147483648,,-2147483648,-9223372036854775808,47,-9223372036854775808,137,18,222,1246,7420,6224,0,0,9,32,0,0,0,0,0,0,26,0,9,17,9,9,0,0,0,0,5,8,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,142,13,25,3
1.0.0,,,,,false,7,1,1,1,0x17d0d72eea,473827388,273436,0x310120805717,10277239,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155712.214,20170913155712.314,1,0x310120340cf01,-2147483648,-2147483648,0,,9,781.25,41,38,62,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155810.041,-2147483648,-2147483648,-2147483648,-2147483648,1171.875,-2147483648,-2147483648,9,7,2974,0,0,10,2870,,-2147483648,,-2147483648,166867,166878,2910234,2910327,9620,3018177,382407,896524,9752432,14887,0,2981,2902,0,236,2471079,9,2400,21,2898,54,4648,19,1443,2879,1556,1649,0,0,3548,1800,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,160,13,32,3
1.0.0,,,,,false,8,1,1,1,0x18d084efb2,344807738,273926,0x310120805718,19042750,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160134.118,20170913160134.223,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1250.0,31,32,73,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160141.936,-2147483648,-2147483648,-2147483648,-2147483648,1640.625,-2147483648,-2147483648,9,7,12,0,0,52,0,,-2147483648,,-2147483648,387,405,570,750,44,968,1358,19848,16192,0,0,19,50,0,0,570,8,74,0,50,0,22,45,17,5,3,2,0,0,10,30,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,149,12,18,3
1.0.0,,,,,false,10,1,1,1,0x21d0d39e15,360125186,273503,0x310120805721,10277278,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155750.651,20170913155750.746,1,0x310120340cf01,-2147483648,-2147483648,0,,9,390.625,38,24,71,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,1,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,2,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155802.156,-2147483648,-2147483648,-2147483648,-2147483648,781.25,-2147483648,-2147483648,9,38,233,0,0,195,149,0x310120340cf02,-2147483648,,-2147483648,48041,48065,47085,47254,1174,51132,67602,248587,506928,21614,2432,271,404,0,7,28173,60,18239,3,333,29,376,48,258,285,56,62,0,0,262,259,0,2,0,0,0,0,0,-9223372036854775808,0,7,0,15,0,147,11,0,0
1.0.0,,,,,false,10,1,1,1,,28785755,273872,0x310120805722,19042724,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160106.962,20170913160106.962,2,0x310120340cf02,-2147483648,-2147483648,0,,9,5156.25,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-2147483648,-2147483648,2,0,1,1,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,2,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160115.401,-2147483648,-2147483648,-2147483648,-2147483648,5468.75,-2147483648,-2147483648,9,383,0,0,0,91,6,0x310120340f902,-2147483648,,-2147483648,7346,7364,349398,349624,1100,352667,10454,56524,683212,4970,0,383,98,0,544,10830,9,632,2,80,37,363,14,12,66,3,348,1,0,315,67,0,3,1,0,0,0,0,-9223372036854775808,0,27,15,36,15,149,12,13,2
