asrlVersion,neVersion,neSWPkgVersion,neMIMVersion,neTimezone,suspectFlag,numEvents,numUEMeasurementEvents,numUETrafficReports,numBearerTrafficReports,sTMSI,mmeUES1APID,enbUES1APID,GUMMEI,racUEReference,eNodeBID,trackingAreaID,downlinkUEAggMaxBitRate,uplinkUEAggMaxBitRate,connectionDateTime,dataRadioBearerSetupTime,connectionCellSector,connectionCellGCI,connectionCellPCI,connectionBandClass,connectionTTIBundlingMode,connectionIPAddressSGW,connectionQCIFirstDRB,connectionDistanceFromAntenna,rrcConnectTime,s1SigConnectTime,initCtxtSetupTime,rrcRestabTime,hoCompletionTimeTgtCell,callType_0,callType_1,callType_2,callType_3,callType_4,callType_5,callType_6,reserved_1,reserved_2,reserved_3,reserved_4,CRR_0,CRR_1,CRR_2,CRR_3,CRR_4,CRR_5,CRR_6,CRR_7,CRR_8,CRR_9,CRR_10,CRR_11,CRR_12,CRR_13,CRR_14,CRR_15,CRR_16,reserved_5,reserved_6,sinrMaxDMRS,dlCoverageState,ulCoverageState,ulGain,ulCompCellID,disconnectionDateTime,disconnectionCQI1,disconnectionCQI2,disconnectionRI,disconnectionPUSCHPRBs,disconnectionDistanceFromAntenna,disconnectionPUSCHReceivedPower,disconnectionPUSCHSINR,disconnectionQCI,sessionRank1Usage,sessionRank2Usage,sessionRank3Usage,sessionRank4Usage,uplinkMACTxBlocksUEPowerLimited,uplinkMACTxBlocksUENotPowerLimited,handoverTargetCellGCI,handoverTargetCellPCI,csFallbackIndicatorReceiveDateTime,csFallbackIndicatorPriority,uplinkPDCPDataVolDRB,uplinkPDCPDataVolDRBSRB,downlinkPDCPDataVolDRB,downlinkPDCPDataVolDRBSRB,downlinkMACDelay,downlinkMACVol,uplinkMACVol,uplinkMACResforTx,downlinkMACResForTx,downlinkAvgUESessionTput,uplinkAvgUESessionTput,downlinkUEScheduledTime,uplinkUEScheduledTime,rateShapingTime,downlinkTputTime,downlinkTputPdcpVol,uplinkTputTime,uplinkTputPdcpVol,uplinkHARQErrorRate_Num,uplinkHARQErrorRate_Denom,downlinkHARQErrorRate_Num,downlinkHARQErrorRate_Denom,uplinkModulationVolQPSK,downlinkModulationVolQPSK,uplinkModulationVol16QAM,downlinkModulationVol16QAM,downlinkModulationVol64QAM,downlinkRLCTx_Num,uplinkRLCTx_Num,downlinkRLCTx_Denom,uplinkRLCTx_Denom,uplinkRLCSDUsInsideDelayBudget,downlinkPollRetx,uplinkPollRetx,downlinkMACTransportTime,downlinkMACThroughputVolume,downlinkAvgUEMACThroughput,uplinkUEThroughputVolume,uplinkULTransportTime,uplinkAvgUEMacThroughput,servingCellRSRP,servingCellRSRQ,neighborCellRSRP,neighborCellRSRQ,sessionSINRPUSCH,sessionCQI1,uePowerHeadroom,uePowerHeadroomPRBS
1.0.0,,,,,false,11,1,1,1,0x17c0a32790,486499129,273435,0x310120805717,10277238,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155711.552,20170913155711.684,1,0x310120340cf01,-2147483648,-2147483648,0,,9,2421.875,39,38,94,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,3,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,3,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155716.398,-2147483648,-2147483648,-2147483648,-2147483648,2812.5,-2147483648,-2147483648,9,9,10,0,0,40,0,0x3101203488a19,-2147483648,,-2147483648,173,198,105,386,98,564,935,17859,16920,0,0,19,50,0,0,105,0,0,2,39,0,17,36,17,3,0,0,0,0,6,17,0,1,0,0,0,0,0,-9223372036854775808,0,26,10,43,19,142,7,5,6
1.0.0,,,,,false,7,1,1,1,0x19f038586f,45886482,273879,0x310120805719,10277478,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160110.769,20170913160110.886,1,0x310120340cf01,-2147483648,-2147483648,0,,9,781.25,36,43,74,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160117.396,-2147483648,-2147483648,-2147483648,-2147483648,1171.875,-2147483648,-2147483648,9,7,2,0,0,8,17,,-2147483648,,-2147483648,252,264,288,381,18,482,1172,8569,5344,0,0,9,31,0,0,288,0,0,0,24,0,9,18,8,6,0,1,0,0,4,8,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,143,13,27,4
1.0.0,,,,,false,11,1,1,1,0x17c0d44d30,476946982,273629,0x310120805717,19042605,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155858.291,20170913155858.400,2,0x310120340cf02,-2147483648,-2147483648,0,,9,468.75,34,39,71,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,1,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,2,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155902.983,-2147483648,-2147483648,-2147483648,-2147483648,781.25,-2147483648,-2147483648,9,8,12,0,0,39,0,0x310120340cf01,-2147483648,,-2147483648,332,358,901,1167,148,1318,973,8692,10512,0,0,20,96,0,0,901,6,196,0,27,1,15,20,12,7,0,3,0,0,5,20,0,2,1,0,0,0,0,-9223372036854775808,0,1,0,7,0,128,10,0,0
1.0.0,,,,,false,11,1,1,1,0x19e01106e0,42263486,273573,0x310120805719,19042575,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155827.522,20170913155827.672,2,0x310120340cf02,-2147483648,-2147483648,0,,9,3359.375,35,43,107,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,3,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,3,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155946.919,-2147483648,-2147483648,-2147483648,-2147483648,3750.0,-2147483648,-2147483648,9,2661,20834,0,0,8428,9,0x3101203488a1a,-2147483648,,-2147483648,893670,893734,37490329,37490647,103552,37844785,1121937,6611289,122218756,10930,403,23495,7984,0,26190,1696432,1760,88766,617,7943,3400,40968,1718,2895,6225,11866,26207,4,1,37142,6614,0,1,1,0,0,0,0,-9223372036854775808,0,25,10,40,16,146,8,5,3
1.0.0,,,,,false,9,1,1,1,,476946982,273629,0x310120805717,10277354,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155911.797,20170913155911.797,1,0x310120340cf01,-2147483648,-2147483648,0,,9,546.875,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-2147483648,-2147483648,1,0,1,1,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,2,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155912.950,-2147483648,-2147483648,-2147483648,-2147483648,937.5,-2147483648,-2147483648,9,17,0,0,0,9,1,0x310120340cf02,-2147483648,,-2147483648,0,12,0,140,98,197,366,3080,14960,0,0,17,10,0,0,0,0,0,0,10,3,8,7,8,3,0,0,0,0,1,4,0,2,0,0,0,0,0,-9223372036854775808,0,42,3,47,12,160,4,24,3
1.0.0,,,,,false,11,1,1,1,0x19d0906105,44867977,273445,0x310120805719,10273150,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155718.662,20170913155718.772,1,0x310120340cf01,-2147483648,-2147483648,0,,9,2734.375,39,49,61,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,3,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,3,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155720.838,-2147483648,-2147483648,-2147483648,-2147483648,3125.0,-2147483648,-2147483648,9,179,24,0,0,1346,0,0x3101203488a19,-2147483648,,-2147483648,12857,12883,56575,56855,510,59092,18833,444385,329920,6942,68,203,1538,0,31,21697,1903,16156,110,1421,3,210,1421,150,0,24,36,0,1,150,1273,0,0,1,0,0,0,0,-9223372036854775808,0,25,15,36,12,132,10,0,9
1.0.0,,,,,false,7,1,1,1,0x21c0a289df,356548017,273533,0x310120805721,19042551,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155805.245,20170913155805.335,2,0x310120340cf02,-2147483648,-2147483648,0,,9,546.875,38,24,66,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155856.212,-2147483648,-2147483648,-2147483648,-2147483648,937.5,-2147483648,-2147483648,9,500,2731,0,0,261,2028,,-2147483648,,-2147483648,177161,177173,2634258,2634349,10898,2723629,341613,821586,10517232,13025,3780,3231,2301,0,742,1426165,50,23626,3,2288,208,4801,16,1642,2272,1452,1707,0,0,3841,1502,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,160,11,27,3
1.0.0,,,,,false,6,1,1,0,0x17d0f5b046,481414620,273960,0x310120805717,10277525,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160148.785,20170913160148.884,1,0x310120340cf01,-2147483648,-2147483648,0,,9,6875.0,32,39,60,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160154.251,-2147483648,-2147483648,-2147483648,-2147483648,7265.625,-2147483648,-2147483648,9,9,1,0,0,20,0,,-2147483648,,-2147483648,-9223372036854775808,46,-9223372036854775808,136,20,238,1033,9408,7028,0,0,10,20,0,0,0,0,0,1,20,0,10,12,10,8,0,0,0,0,6,6,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,157,12,17,2
1.0.0,,,,,false,8,1,1,1,0x18e086c672,336617589,273465,0x310120805718,19042513,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155729.876,20170913155729.989,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1328.125,29,41,72,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155739.943,-2147483648,-2147483648,-2147483648,-2147483648,1718.75,-2147483648,-2147483648,9,14,7,0,0,70,0,,-2147483648,,-2147483648,1808,1826,1086,1265,46,1540,3574,40477,23120,0,274,21,68,0,0,1086,28,958,0,68,0,23,53,22,15,1,0,0,0,12,49,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,149,9,12,4
1.0.0,,,,,false,8,1,1,1,0x21c05bdabd,353335173,273824,0x310120805721,10277447,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160045.198,20170913160045.289,1,0x310120340cf01,-2147483648,-2147483648,0,,9,2031.25,35,25,66,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160052.326,-2147483648,-2147483648,-2147483648,-2147483648,2421.875,-2147483648,-2147483648,9,18,9,0,0,64,0,,-2147483648,,-2147483648,2164,2182,2018,2201,62,2745,3761,43232,39904,0,0,27,62,0,0,2018,8,577,0,62,0,31,50,28,12,3,0,0,0,16,43,0,1,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,148,12,20,2
1.0.0,,,,,false,7,1,1,1,0x18e08d1669,349531894,273739,0x310120805718,10277402,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155957.656,20170913155957.770,1,0x310120340cf01,-2147483648,-2147483648,0,,9,625.0,33,43,71,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160026.363,-2147483648,-2147483648,-2147483648,-2147483648,937.5,-2147483648,-2147483648,9,0,21,0,0,1,32,,-2147483648,,-2147483648,856,856,259,261,50,434,3694,9838,14872,0,0,21,48,0,0,259,0,0,0,30,0,25,1,23,29,2,0,0,0,9,12,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,127,14,39,3
1.0.0,,,,,false,8,1,1,1,0x21d0a66660,354750408,273638,0x310120805721,19042610,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155903.166,20170913155903.256,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1015.625,39,24,67,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155913.232,-2147483648,-2147483648,-2147483648,-2147483648,1406.25,-2147483648,-2147483648,9,23,3,0,0,66,0,,-2147483648,,-2147483648,2649,2666,1441,1562,54,1843,4925,42566,21264,0,0,26,69,0,0,1441,10,898,0,64,0,27,43,22,21,4,1,0,0,13,43,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,150,13,2,6
1.0.0,,,,,false,7,1,1,1,0x19e0212bea,49674456,273487,0x310120805719,19042529,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155741.527,20170913155741.636,2,0x310120340cf02,-2147483648,-2147483648,0,,9,703.125,30,48,61,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155748.193,-2147483648,-2147483648,-2147483648,-2147483648,1093.75,-2147483648,-2147483648,9,12,0,0,0,8,19,,-2147483648,,-2147483648,176,187,277,366,24,481,1294,7339,13264,0,0,12,27,0,0,277,0,0,0,27,0,12,16,12,11,0,0,0,0,6,9,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,162,14,0,0
1.0.0,,,,,false,7,1,1,1,0x19e0212bea,46617643,273751,0x310120805719,19042667,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160006.020,20170913160006.141,2,0x310120340cf02,-2147483648,-2147483648,0,,9,703.125,33,46,75,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160020.007,-2147483648,-2147483648,-2147483648,-2147483648,1093.75,-2147483648,-2147483648,9,8,20,0,0,8,29,,-2147483648,,-2147483648,865,876,788,877,74,1169,2830,10605,42592,0,0,28,42,0,0,788,0,0,1,37,0,37,13,36,24,1,0,0,0,23,20,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,118,14,26,3
1.0.0,,,,,false,7,1,1,1,0x17c0d44d30,479966926,273764,0x310120805717,19042674,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160015.621,20170913160015.722,2,0x310120340cf02,-2147483648,-2147483648,0,,9,468.75,34,38,63,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160032.499,-2147483648,-2147483648,-2147483648,-2147483648,859.375,-2147483648,-2147483648,9,42,277,0,0,149,203,,-2147483648,,-2147483648,54763,54775,72958,73048,1164,78252,73072,196782,769208,25115,0,319,360,0,10,41564,6,5456,3,349,25,443,21,349,328,20,74,0,0,281,293,0,1,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,156,12,23,3
1.0.0,,,,,false,10,1,1,1,,364645386,273784,0x310120805721,10277423,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160027.091,20170913160027.091,1,0x310120340cf01,-2147483648,-2147483648,0,,9,3046.875,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-2147483648,-2147483648,2,1,3,1,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,3,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160032.303,-2147483648,-2147483648,-2147483648,-2147483648,3359.375,-2147483648,-2147483648,9,214,27,0,0,634,32,0x310120349651b,-2147483648,,-2147483648,22690,22715,50549,50786,656,53369,32303,402134,435568,4219,183,241,784,0,53,22598,420,9599,49,687,5,245,557,191,130,20,34,0,1,173,552,0,0,0,0,0,0,0,-9223372036854775808,0,24,11,42,10,136,10,0,0
1.0.0,,,,,false,7,1,1,1,0x17d014b8e3,475833327,273900,0x310120805717,19042738,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160120.373,20170913160120.474,2,0x310120340cf02,-2147483648,-2147483648,0,,9,625.0,36,38,63,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160127.200,-2147483648,-2147483648,-2147483648,-2147483648,1015.625,-2147483648,-2147483648,9,7,2,0,0,8,15,,-2147483648,,-2147483648,52,63,53,142,18,220,726,6165,7200,0,0,9,28,0,0,53,0,0,0,22,0,9,17,9,5,0,0,0,0,4,7,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,124,14,0,0
1.0.0,,,,,false,7,1,1,1,0x21e03c6be9,356724326,273534,0x310120805721,10277295,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155805.338,20170913155805.438,1,0x310120340cf01,-2147483648,-2147483648,0,,9,703.125,34,24,76,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155813.783,-2147483648,-2147483648,-2147483648,-2147483648,1093.75,-2147483648,-2147483648,9,16,44,0,0,62,57,,-2147483648,,-2147483648,22588,22600,50436,50528,178,51527,26861,110506,182092,25195,782,60,119,0,12,12643,128,12512,4,119,0,89,22,57,97,2,30,0,0,71,91,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,158,13,25,3
1.0.0,,,,,false,7,1,1,0,0x18c076a66d,345375048,273702,0x310120805718,19042646,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155937.013,20170913155937.142,2,0x310120340cf02,-2147483648,-2147483648,0,,9,2343.75,36,43,86,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155942.391,-2147483648,-2147483648,-2147483648,-2147483648,2734.375,-2147483648,-2147483648,9,8,8,0,0,41,0,,-2147483648,,-2147483648,-9223372036854775808,53,-9223372036854775808,232,58,361,804,15567,9308,0,0,16,40,0,0,0,0,0,0,40,0,13,39,11,1,2,0,0,0,8,10,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,146,9,6,6
1.0.0,,,,,false,5,1,1,0,0x17d0f3c90b,470202094,273649,0x310120805717,19042617,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155909.482,,2,0x310120340cf02,-2147483648,-2147483648,0,,-2147483648,4.9E-324,45,40,-9223372036854775808,-9223372036854775808,-9223372036854775808,3,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,1,1,2000,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155909.551,-2147483648,-2147483648,-2147483648,-2147483648,1953.125,-2147483648,-2147483648,-2147483648,3,0,0,0,15,0,,-2147483648,,-2147483648,-9223372036854775808,46,-9223372036854775808,41,6,83,201,5262,3280,0,0,3,15,0,0,0,0,0,0,12,0,3,12,3,0,0,0,0,0,2,10,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,147,12,8,2
1.0.0,,,,,false,11,1,1,1,0x19d039b25c,43805419,273932,0x310120805719,10277509,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160135.981,20170913160136.090,1,0x310120340cf01,-2147483648,-2147483648,0,,9,5468.75,38,44,65,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,1,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,2,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160137.327,-2147483648,-2147483648,-2147483648,-2147483648,5859.375,-2147483648,-2147483648,9,23,0,0,0,26,1,0x3101203417c02,-2147483648,,-2147483648,1132,1158,1207,1514,70,1845,2239,16266,21048,0,0,23,32,0,0,1207,0,0,0,25,0,19,14,16,11,3,0,0,0,8,18,0,1,0,0,0,0,0,-9223372036854775808,0,34,14,37,17,148,8,0,0
